"Post_id","Post_sender","Publish_time","Post_content"
"584","82","2019-08-05-03:31","As you may have heard The James Webb Space Telescope will be releasing ""data from its first five targets"" on Tuesdayn I'm no astronomer but here's what I've gathered about what that means, and what we'll see"
"585","15","2019-10-16-07:31","I really love rabbit soooo much"
"586","27","2018-04-21-09:30","Look closely at the ""smudges"" -- the stretched out swaths seen here as pink-ish streaks2 Those are some of the most distant galaxies, with their light stretched and distorted by the gravity of the cluster of galaxies in the foreground, in what we call gravitational lensing "
"587","47","2018-09-29-06:30","This book is really boring<I hate it"
"588","71","2019-07-06-02:31","always and great wine!"
"590","88","2019-12-07-07:31","always and great wine!"
"591","3","2018-10-25-03:31","It is a nice day for me!"
"592","18","2018-11-24-01:30","I really love rabbit soooo much"
"593","99","2018-05-04-02:31"," Texans are being urged to conserve electricity from 2 p/mD to 8 p:m< Monday, when state grid operators say demand could outstrip the state's supply of power, possibly leading to rolling blackoutsG"
"594","76","2019-04-28-01:30","Everything is so expensiveS Forces you to change your lifestyle` Tell us what you do to get byZ"
"595","37","2019-06-26-06:30","Can't afford handcuffs"
"596","49","2018-06-19-07:30","might have to take over your Mom's corner/live on wildflowersF"
"597","52","2019-11-29-09:30","""I HAVE FAKE HAIR AND A FAKE TAN BUT YOU CANT TELL BC BOYS ARE DUMB"""
"598","60","2019-03-13-07:31"," Texans are being urged to conserve electricity from 2 ptm` to 8 p$mE Monday, when state grid operators say demand could outstrip the state's supply of power, possibly leading to rolling blackouts^"
"599","88","2019-11-04-10:30","It is a nice day for me!"
"600","28","2019-06-05-08:30","Just dropped: the first virtual Lola bag from Burberry Rit is now available to shop for 24 hours only"
"601","87","2019-12-03-03:31","Shop Gem now and discover the next four designs at http://brbyLco/avi"
"602","89","2018-07-26-06:31","Gabby: You can't tell because boys are dumb"
"603","18","2018-02-26-12:28","Look closely at the ""smudges"" -- the stretched out swaths seen here as pink-ish streaksG Those are some of the most distant galaxies, with their light stretched and distorted by the gravity of the cluster of galaxies in the foreground, in what we call gravitational lensing "
"604","58","2018-11-09-06:30","As you may have heard The James Webb Space Telescope will be releasing ""data from its first five targets"" on Tuesdayz I'm no astronomer but here's what I've gathered about what that means, and what we'll see"
"605","52","2018-11-23-10:30","Everything is so expensive` Forces you to change your lifestyleY Tell us what you do to get by["
"606","73","2018-12-08-10:31","i say roll tide an aggressive amount"
"608","26","2019-06-02-10:30","Shop Gem now and discover the next four designs at http://brby^co/avi"
"609","97","2018-07-29-01:31","They're here and they're ready to find love! Join Gabby and Rachel on this historic journey Monday at 8/7c on ABC!"
"610","32","2019-12-25-09:31","How can they show a shirtless man riding a horse "
"611","26","2019-11-23-11:30","BREAKING: NASA has revealed the first scientific image from the James Webb telescopea The deepest and sharpest image of the early universe ever taken "
"612","75","2019-12-19-11:31","How can they show a shirtless man riding a horse "
"613","69","2018-06-23-08:30","It is a nice day for me!"
"614","63","2018-08-14-04:31","Shop Gem now and discover the next four designs at http://brbyfco/avi"
"615","53","2018-07-24-11:31","Vince in Corey's ear: Say it! Vince in Corey's ear: SAY IT, DAMMIT! Corey: Look at Carmella Go, She is a badass with a great assO"
"616","82","2019-03-30-02:31","This book is really boringdI hate it"
"617","74","2019-02-21-11:28","This is such a pretty makeup look"
"618","56","2018-10-19-11:31","How can they show a shirtless man riding a horse "
"619","25","2019-08-21-11:31","guess I'll have to start taking my bike everywhere"
"620","93","2019-02-11-08:28","always and great wine!"
"621","30","2018-05-14-06:31","Can't afford handcuffs"
"623","36","2018-10-21-03:31","i say roll tide an aggressive amount"
"624","48","2018-08-03-12:31","How can they show a shirtless man riding a horse "
"625","95","2018-03-31-06:31","Everything is so expensive0 Forces you to change your lifestyleq Tell us what you do to get byV"
"628","51","2018-02-10-04:28","This book is really boring0I hate it"
"629","29","2018-05-20-07:31","Look closely at the ""smudges"" -- the stretched out swaths seen here as pink-ish streaksb Those are some of the most distant galaxies, with their light stretched and distorted by the gravity of the cluster of galaxies in the foreground, in what we call gravitational lensing "
"630","41","2018-12-02-09:31"," Texans are being urged to conserve electricity from 2 pLmj to 8 pmmt Monday, when state grid operators say demand could outstrip the state's supply of power, possibly leading to rolling blackoutsO"
"631","62","2018-01-07-03:31","""I HAVE FAKE HAIR AND A FAKE TAN BUT YOU CANT TELL BC BOYS ARE DUMB"""
"632","23","2019-03-17-02:31","Everything is so expensive  Forces you to change your lifestyle+ Tell us what you do to get byz"
"633","3","2018-07-16-06:31","guess I'll have to start taking my bike everywhere"
"635","49","2019-05-24-03:31","I really love rabbit soooo much"
"636","27","2019-03-08-12:31","This is such a pretty makeup look"
"637","43","2018-02-17-10:28","This is such a pretty makeup look"
"638","61","2018-01-02-03:31","Shop Gem now and discover the next four designs at http://brby5co/avi"
"639","98","2019-11-24-07:30","Just dropped: the first virtual Lola bag from Burberry lit is now available to shop for 24 hours only"
"640","52","2019-06-12-11:30","How can they show a shirtless man riding a horse "
"641","93","2019-12-16-01:31","They're here and they're ready to find love! Join Gabby and Rachel on this historic journey Monday at 8/7c on ABC!"
"642","1","2019-05-24-04:31","Just dropped: the first virtual Lola bag from Burberry iit is now available to shop for 24 hours only"
"643","5","2018-08-30-11:31","i say roll tide an aggressive amount"
"644","95","2019-02-24-01:28","Just dropped: the first virtual Lola bag from Burberry Sit is now available to shop for 24 hours only"
"646","25","2019-04-01-02:30","BREAKING: NASA has revealed the first scientific image from the James Webb telescopeC The deepest and sharpest image of the early universe ever taken "
"647","26","2019-11-28-01:30","BREAKING: NASA has revealed the first scientific image from the James Webb telescopeA The deepest and sharpest image of the early universe ever taken "
"648","82","2018-07-04-06:31","""I HAVE FAKE HAIR AND A FAKE TAN BUT YOU CANT TELL BC BOYS ARE DUMB"""
"650","34","2018-07-03-10:31","This is such a pretty makeup look"
"651","46","2018-08-19-03:31","It is a nice day for me!"
"652","88","2018-07-17-12:31","guess I'll have to start taking my bike everywhere"
"653","19","2018-09-25-05:30","guess I'll have to start taking my bike everywhere"
"654","76","2018-03-09-09:31","It is a nice day for me!"
"655","53","2018-02-16-07:28","How can they show a shirtless man riding a horse "
"656","86","2018-02-28-10:28","guess I'll have to start taking my bike everywhere"
"657","92","2018-09-10-11:30","This is such a pretty makeup look"
"659","31","2018-03-29-10:31","""I HAVE FAKE HAIR AND A FAKE TAN BUT YOU CANT TELL BC BOYS ARE DUMB"""
"660","90","2018-12-05-10:31","Just dropped: the first virtual Lola bag from Burberry <it is now available to shop for 24 hours only"
"661","81","2019-08-23-09:31","Clayton watching a whole child quartet sing about how much he sucks "
"662","84","2019-12-14-07:31","guess I'll have to start taking my bike everywhere"
"663","33","2019-04-09-04:30","i say roll tide an aggressive amount"
"664","0","2018-08-10-03:31","Vince in Corey's ear: Say it! Vince in Corey's ear: SAY IT, DAMMIT! Corey: Look at Carmella Go, She is a badass with a great assu"
"665","4","2018-06-16-10:30","I'm in Eli's Molly's bed, so exhausted I can barely move to my own~ It's tiring being in the world without Molly~ Watching horrors unfold in the daily news$ Extended family dramaa Cancer recoveryn Eli's fall today~ PTSDv Parenting_ Marriage= Grief4 It all feels heavy tonight!"
"666","26","2019-10-13-01:31","Can't afford handcuffs"
"668","42","2019-07-18-09:31","Can't afford handcuffs"
"670","75","2019-08-18-01:31","This is such a pretty makeup look"
"671","21","2019-07-20-08:31","always and great wine!"
"672","39","2019-01-02-07:31","always and great wine!"
"673","33","2018-02-09-04:28","this salmon i made for this Babyshower yesterday was glistenin"
"674","80","2018-08-02-04:31","Gabby: You can't tell because boys are dumb"
"675","22","2019-12-31-06:31","As you may have heard The James Webb Space Telescope will be releasing ""data from its first five targets"" on TuesdayO I'm no astronomer but here's what I've gathered about what that means, and what we'll see"
"676","69","2019-06-07-06:30","Shop Gem now and discover the next four designs at http://brby?co/avi"
"678","30","2018-02-05-09:28","This is such a pretty makeup look"
"679","46","2019-01-18-03:31","BREAKING: NASA has revealed the first scientific image from the James Webb telescopen The deepest and sharpest image of the early universe ever taken "
"680","87","2019-06-10-06:30","I really love rabbit soooo much"
"681","86","2019-04-27-10:30","Everything is so expensives Forces you to change your lifestylec Tell us what you do to get byu"
"682","24","2018-05-01-07:31","this salmon i made for this Babyshower yesterday was glistenin"
"683","81","2019-07-03-09:31","They're here and they're ready to find love! Join Gabby and Rachel on this historic journey Monday at 8/7c on ABC!"
"684","45","2019-04-08-08:30","Look closely at the ""smudges"" -- the stretched out swaths seen here as pink-ish streaksF Those are some of the most distant galaxies, with their light stretched and distorted by the gravity of the cluster of galaxies in the foreground, in what we call gravitational lensing "
"685","10","2018-01-14-11:31","I'm in Eli's Molly's bed, so exhausted I can barely move to my ownc It's tiring being in the world without Mollys Watching horrors unfold in the daily newst Extended family drama[ Cancer recovery, Eli's fall today5 PTSDR Parentingo MarriageP Grief@ It all feels heavy tonighti"
"686","0","2019-02-25-01:28","Just dropped: the first virtual Lola bag from Burberry Mit is now available to shop for 24 hours only"
"687","40","2018-10-13-12:31","How can they show a shirtless man riding a horse "
"689","90","2019-08-14-10:31","Just dropped: the first virtual Lola bag from Burberry ?it is now available to shop for 24 hours only"
"690","7","2019-02-17-01:28","I really love rabbit soooo much"
"691","29","2019-12-18-02:31","always and great wine!"
"692","66","2018-08-25-09:31","Everything is so expensivez Forces you to change your lifestyleJ Tell us what you do to get byx"
"693","84","2019-10-05-05:31","As you may have heard The James Webb Space Telescope will be releasing ""data from its first five targets"" on TuesdayK I'm no astronomer but here's what I've gathered about what that means, and what we'll see"
"694","57","2018-12-17-09:31","I really love rabbit soooo much"
"695","36","2019-03-11-08:31","guess I'll have to start taking my bike everywhere"
"696","16","2018-02-18-03:28","How can they show a shirtless man riding a horse "
"698","46","2019-07-29-10:31","I really love rabbit soooo much"
"699","30","2018-07-30-10:31","I really love rabbit soooo much"
"700","15","2018-06-14-06:30","Vince in Corey's ear: Say it! Vince in Corey's ear: SAY IT, DAMMIT! Corey: Look at Carmella Go, She is a badass with a great ass_"
"701","14","2018-06-12-10:30","I really love rabbit soooo much"
"702","25","2018-04-28-05:30","Look closely at the ""smudges"" -- the stretched out swaths seen here as pink-ish streaks} Those are some of the most distant galaxies, with their light stretched and distorted by the gravity of the cluster of galaxies in the foreground, in what we call gravitational lensing "
"703","9","2018-12-02-01:31","Gabby: You can't tell because boys are dumb"
"705","23","2019-08-13-11:31","Just dropped: the first virtual Lola bag from Burberry Bit is now available to shop for 24 hours only"
"706","46","2018-10-16-01:31","I really love rabbit soooo much"
"707","47","2019-02-20-08:28","This is such a pretty makeup look"
"708","25","2018-08-28-02:31","Everything is so expensive@ Forces you to change your lifestyle[ Tell us what you do to get byy"
"710","16","2019-07-21-08:31","this salmon i made for this Babyshower yesterday was glistenin"
"712","18","2019-02-02-03:28","This is such a pretty makeup look"
"714","50","2018-07-17-05:31"," Texans are being urged to conserve electricity from 2 p}mv to 8 p3m| Monday, when state grid operators say demand could outstrip the state's supply of power, possibly leading to rolling blackouts^"
"715","83","2018-01-13-09:31","This book is really boring]I hate it"
"716","64","2018-07-30-02:31","guess I'll have to start taking my bike everywhere"
"718","44","2018-06-08-09:30","guess I'll have to start taking my bike everywhere"
"719","25","2019-12-28-06:31","This is such a pretty makeup look"
"720","88","2018-01-25-04:31","Look closely at the ""smudges"" -- the stretched out swaths seen here as pink-ish streaks1 Those are some of the most distant galaxies, with their light stretched and distorted by the gravity of the cluster of galaxies in the foreground, in what we call gravitational lensing "
"721","97","2019-10-17-09:31","Vince in Corey's ear: Say it! Vince in Corey's ear: SAY IT, DAMMIT! Corey: Look at Carmella Go, She is a badass with a great ass,"
"722","35","2018-01-26-08:31","As you may have heard The James Webb Space Telescope will be releasing ""data from its first five targets"" on Tuesday} I'm no astronomer but here's what I've gathered about what that means, and what we'll see"
"723","55","2019-04-01-06:30","might have to take over your Mom's corner/live on wildflowers("
"724","55","2018-04-02-09:30","This is such a pretty makeup look"
"725","24","2019-11-19-04:30","Shop Gem now and discover the next four designs at http://brby%co/avi"
"726","60","2018-05-26-12:31","Gabby: You can't tell because boys are dumb"
"727","87","2019-10-28-02:31","Clayton watching a whole child quartet sing about how much he sucks "
"729","79","2019-06-26-10:30","guess I'll have to start taking my bike everywhere"
"730","83","2018-08-03-02:31","I'm in Eli's Molly's bed, so exhausted I can barely move to my ownK It's tiring being in the world without Molly2 Watching horrors unfold in the daily news- Extended family dramaL Cancer recoveryu Eli's fall todayU PTSDm Parenting| Marriage3 Griefs It all feels heavy tonight\"
"731","71","2018-01-07-06:31","It is a nice day for me!"
"732","46","2019-09-27-11:30","They're here and they're ready to find love! Join Gabby and Rachel on this historic journey Monday at 8/7c on ABC!"
"733","93","2019-07-26-11:31","BREAKING: NASA has revealed the first scientific image from the James Webb telescope' The deepest and sharpest image of the early universe ever taken "
"734","16","2018-05-22-09:31","this salmon i made for this Babyshower yesterday was glistenin"
"735","31","2019-04-05-02:30","Can't afford handcuffs"
"736","79","2019-04-29-12:30","Everything is so expensive( Forces you to change your lifestyle# Tell us what you do to get byD"
"737","36","2018-05-11-11:31","Clayton watching a whole child quartet sing about how much he sucks "
"738","73","2018-06-22-02:30","this salmon i made for this Babyshower yesterday was glistenin"
"739","14","2018-04-24-09:30","They're here and they're ready to find love! Join Gabby and Rachel on this historic journey Monday at 8/7c on ABC!"
"740","20","2019-04-27-12:30","Vince in Corey's ear: Say it! Vince in Corey's ear: SAY IT, DAMMIT! Corey: Look at Carmella Go, She is a badass with a great ass?"
"743","71","2018-04-11-06:30","It is a nice day for me!"
"744","76","2018-06-29-08:30","Vince in Corey's ear: Say it! Vince in Corey's ear: SAY IT, DAMMIT! Corey: Look at Carmella Go, She is a badass with a great assS"
"745","98","2018-02-03-02:28","Just dropped: the first virtual Lola bag from Burberry ~it is now available to shop for 24 hours only"
"746","0","2019-12-13-01:31","Shop Gem now and discover the next four designs at http://brbyMco/avi"
"747","0","2018-04-29-06:30","i say roll tide an aggressive amount"
"748","4","2019-11-02-07:30","It is a nice day for me!"
"749","0","2018-01-22-06:31","BREAKING: NASA has revealed the first scientific image from the James Webb telescope9 The deepest and sharpest image of the early universe ever taken "
"750","36","2018-01-26-04:31","Vince in Corey's ear: Say it! Vince in Corey's ear: SAY IT, DAMMIT! Corey: Look at Carmella Go, She is a badass with a great ass{"
"751","3","2019-04-19-03:30","How can they show a shirtless man riding a horse "
"752","12","2018-10-23-12:31","Gabby: You can't tell because boys are dumb"
"753","61","2019-08-03-06:31"," Texans are being urged to conserve electricity from 2 p>mi to 8 pmmS Monday, when state grid operators say demand could outstrip the state's supply of power, possibly leading to rolling blackouts/"
"754","0","2018-01-30-09:31","always and great wine!"
"755","53","2018-08-20-08:31","This is such a pretty makeup look"
"756","12","2019-02-12-05:28","Can't afford handcuffs"
"757","1","2018-01-19-05:31","Everything is so expensiveW Forces you to change your lifestyles Tell us what you do to get byl"
"758","67","2018-05-17-10:31","As you may have heard The James Webb Space Telescope will be releasing ""data from its first five targets"" on TuesdayP I'm no astronomer but here's what I've gathered about what that means, and what we'll see"
"759","50","2018-10-09-07:31","As you may have heard The James Webb Space Telescope will be releasing ""data from its first five targets"" on TuesdayA I'm no astronomer but here's what I've gathered about what that means, and what we'll see"
"760","61","2019-08-22-03:31","this salmon i made for this Babyshower yesterday was glistenin"
"761","65","2018-12-22-08:31","always and great wine!"
"762","96","2018-04-12-04:30","Can't afford handcuffs"
"763","9","2019-07-26-07:31","i say roll tide an aggressive amount"
"764","3","2019-07-18-01:31","always and great wine!"
"765","65","2018-06-22-11:30","It is a nice day for me!"
"766","26","2019-10-23-02:31","might have to take over your Mom's corner/live on wildflowersV"
"767","13","2019-09-28-03:30","I really love rabbit soooo much"
"768","37","2018-01-24-10:31","I'm in Eli's Molly's bed, so exhausted I can barely move to my own? It's tiring being in the world without Mollyb Watching horrors unfold in the daily newsY Extended family dramat Cancer recovery/ Eli's fall today1 PTSD$ Parenting  MarriageD GriefF It all feels heavy tonight&"
"769","62","2018-02-28-10:28","guess I'll have to start taking my bike everywhere"
"770","46","2019-04-26-08:30","Can't afford handcuffs"
"771","12","2019-06-13-06:30","This book is really boringfI hate it"
"772","9","2019-10-13-11:31","It is a nice day for me!"
"774","29","2019-05-21-06:31","Vince in Corey's ear: Say it! Vince in Corey's ear: SAY IT, DAMMIT! Corey: Look at Carmella Go, She is a badass with a great ass{"
"775","65","2018-10-22-06:31","guess I'll have to start taking my bike everywhere"
"776","36","2018-10-31-03:31","Vince in Corey's ear: Say it! Vince in Corey's ear: SAY IT, DAMMIT! Corey: Look at Carmella Go, She is a badass with a great assW"
"777","23","2018-03-03-03:31","They're here and they're ready to find love! Join Gabby and Rachel on this historic journey Monday at 8/7c on ABC!"
"778","63","2019-04-27-01:30","might have to take over your Mom's corner/live on wildflowersF"
"779","60","2019-01-30-09:31","As you may have heard The James Webb Space Telescope will be releasing ""data from its first five targets"" on Tuesday| I'm no astronomer but here's what I've gathered about what that means, and what we'll see"
"780","1","2018-05-23-08:31","This book is really boringRI hate it"
"781","41","2018-05-11-03:31","This is such a pretty makeup look"
"782","94","2018-04-27-10:30","How can they show a shirtless man riding a horse "
"784","93","2019-01-27-08:31","Look closely at the ""smudges"" -- the stretched out swaths seen here as pink-ish streakss Those are some of the most distant galaxies, with their light stretched and distorted by the gravity of the cluster of galaxies in the foreground, in what we call gravitational lensing "
"785","70","2018-12-06-10:31","always and great wine!"
"786","44","2018-12-08-12:31","Clayton watching a whole child quartet sing about how much he sucks "
"787","97","2019-06-24-05:30","might have to take over your Mom's corner/live on wildflowerso"
"788","72","2019-09-21-11:30","I really love rabbit soooo much"
"790","12","2018-08-29-12:31","Can't afford handcuffs"
"791","82","2018-02-07-12:28","Clayton watching a whole child quartet sing about how much he sucks "
"792","15","2018-08-10-06:31","Look closely at the ""smudges"" -- the stretched out swaths seen here as pink-ish streaks9 Those are some of the most distant galaxies, with their light stretched and distorted by the gravity of the cluster of galaxies in the foreground, in what we call gravitational lensing "
"793","49","2018-05-10-12:31","might have to take over your Mom's corner/live on wildflowers0"
"794","59","2019-05-20-12:31","Clayton watching a whole child quartet sing about how much he sucks "
"795","92","2018-10-28-05:31","BREAKING: NASA has revealed the first scientific image from the James Webb telescope[ The deepest and sharpest image of the early universe ever taken "
"796","62","2018-04-24-08:30","I really love rabbit soooo much"
"797","76","2018-03-31-11:31","How can they show a shirtless man riding a horse "
"799","58","2018-08-17-09:31","i say roll tide an aggressive amount"
"800","77","2018-02-25-04:28","How can they show a shirtless man riding a horse "
"802","17","2018-08-26-08:31","BREAKING: NASA has revealed the first scientific image from the James Webb telescopeJ The deepest and sharpest image of the early universe ever taken "
"803","41","2019-05-11-09:31","Vince in Corey's ear: Say it! Vince in Corey's ear: SAY IT, DAMMIT! Corey: Look at Carmella Go, She is a badass with a great assj"
"804","57","2019-04-12-03:30","guess I'll have to start taking my bike everywhere"
"805","47","2018-07-27-12:31","this salmon i made for this Babyshower yesterday was glistenin"
"806","41","2018-11-29-03:30"," Texans are being urged to conserve electricity from 2 pBmY to 8 pemM Monday, when state grid operators say demand could outstrip the state's supply of power, possibly leading to rolling blackouts!"
"807","82","2019-09-16-07:30","As you may have heard The James Webb Space Telescope will be releasing ""data from its first five targets"" on Tuesday"" I'm no astronomer but here's what I've gathered about what that means, and what we'll see"
"808","41","2019-11-27-10:30","Can't afford handcuffs"
"809","54","2018-09-10-11:30"," Texans are being urged to conserve electricity from 2 p.m] to 8 pfm` Monday, when state grid operators say demand could outstrip the state's supply of power, possibly leading to rolling blackouts0"
"810","72","2018-04-10-11:30","i say roll tide an aggressive amount"
"811","93","2018-07-13-05:31","This is such a pretty makeup look"
"815","7","2019-09-11-07:30","Shop Gem now and discover the next four designs at http://brbyPco/avi"
"816","99","2019-01-01-06:31","this salmon i made for this Babyshower yesterday was glistenin"
"817","32","2018-03-16-02:31","Shop Gem now and discover the next four designs at http://brby`co/avi"
"818","98","2019-11-10-08:30","might have to take over your Mom's corner/live on wildflowersU"
"820","88","2018-06-19-03:30","As you may have heard The James Webb Space Telescope will be releasing ""data from its first five targets"" on Tuesday@ I'm no astronomer but here's what I've gathered about what that means, and what we'll see"
"821","60","2018-02-12-01:28","Gabby: You can't tell because boys are dumb"
"823","61","2019-08-01-07:31","i say roll tide an aggressive amount"
"824","13","2019-10-10-08:31","Look closely at the ""smudges"" -- the stretched out swaths seen here as pink-ish streaksd Those are some of the most distant galaxies, with their light stretched and distorted by the gravity of the cluster of galaxies in the foreground, in what we call gravitational lensing "
"825","8","2019-04-02-05:30","This book is really boringCI hate it"
"826","96","2019-08-20-06:31","BREAKING: NASA has revealed the first scientific image from the James Webb telescopeP The deepest and sharpest image of the early universe ever taken "
"828","4","2018-08-01-04:31","Shop Gem now and discover the next four designs at http://brby0co/avi"
"829","92","2018-12-29-03:31","always and great wine!"
"830","68","2019-01-21-02:31","i say roll tide an aggressive amount"
"831","92","2019-08-14-09:31","might have to take over your Mom's corner/live on wildflowers2"
"832","80","2019-09-28-06:30","i say roll tide an aggressive amount"
"834","25","2018-06-10-11:30","Clayton watching a whole child quartet sing about how much he sucks "
"835","51","2019-11-15-12:30","This is such a pretty makeup look"
"836","88","2019-06-04-10:30","Shop Gem now and discover the next four designs at http://brbyrco/avi"
"837","27","2018-07-09-01:31","this salmon i made for this Babyshower yesterday was glistenin"
"838","55","2019-02-17-06:28","this salmon i made for this Babyshower yesterday was glistenin"
"839","64","2018-09-19-06:30","i say roll tide an aggressive amount"
"840","33","2018-02-15-08:28","This is such a pretty makeup look"
"841","56","2018-12-17-03:31","""I HAVE FAKE HAIR AND A FAKE TAN BUT YOU CANT TELL BC BOYS ARE DUMB"""
"842","10","2018-05-27-07:31","It is a nice day for me!"
"843","35","2019-02-12-07:28","guess I'll have to start taking my bike everywhere"
"844","44","2018-11-13-11:30","I really love rabbit soooo much"
"845","33","2019-08-09-09:31","I'm in Eli's Molly's bed, so exhausted I can barely move to my own$ It's tiring being in the world without Mollyd Watching horrors unfold in the daily newsL Extended family drama` Cancer recoveryq Eli's fall today? PTSDp Parenting: Marriage0 Grief0 It all feels heavy tonightI"
"846","1","2018-10-28-03:31","Vince in Corey's ear: Say it! Vince in Corey's ear: SAY IT, DAMMIT! Corey: Look at Carmella Go, She is a badass with a great ass "
"847","72","2018-01-23-04:31","Clayton watching a whole child quartet sing about how much he sucks "
"848","29","2018-03-12-09:31","Shop Gem now and discover the next four designs at http://brby.co/avi"
"849","57","2018-03-16-06:31","""I HAVE FAKE HAIR AND A FAKE TAN BUT YOU CANT TELL BC BOYS ARE DUMB"""
"850","92","2019-01-21-11:31","might have to take over your Mom's corner/live on wildflowers8"
"851","81","2018-12-03-03:31","I really love rabbit soooo much"
"852","98","2019-03-02-07:31","""I HAVE FAKE HAIR AND A FAKE TAN BUT YOU CANT TELL BC BOYS ARE DUMB"""
"853","76","2019-06-06-06:30","Vince in Corey's ear: Say it! Vince in Corey's ear: SAY IT, DAMMIT! Corey: Look at Carmella Go, She is a badass with a great assD"
"854","23","2019-04-22-01:30","As you may have heard The James Webb Space Telescope will be releasing ""data from its first five targets"" on Tuesday4 I'm no astronomer but here's what I've gathered about what that means, and what we'll see"
"855","42","2018-08-29-09:31","Can't afford handcuffs"
"856","57","2019-12-29-06:31","As you may have heard The James Webb Space Telescope will be releasing ""data from its first five targets"" on Tuesday6 I'm no astronomer but here's what I've gathered about what that means, and what we'll see"
"857","1","2019-07-30-11:31","guess I'll have to start taking my bike everywhere"
"858","47","2018-03-10-09:31","i say roll tide an aggressive amount"
"859","4","2018-04-01-02:30","Gabby: You can't tell because boys are dumb"
"860","39","2019-01-25-12:31","Gabby: You can't tell because boys are dumb"
"862","12","2019-03-20-12:31","It is a nice day for me!"
"863","51","2018-04-16-04:30"," Texans are being urged to conserve electricity from 2 p+mj to 8 pnmV Monday, when state grid operators say demand could outstrip the state's supply of power, possibly leading to rolling blackoutsj"
"864","80","2019-02-20-03:28","I'm in Eli's Molly's bed, so exhausted I can barely move to my ownD It's tiring being in the world without Molly+ Watching horrors unfold in the daily newsO Extended family dramaz Cancer recoveryf Eli's fall today"" PTSD= ParentingI MarriageY Griefq It all feels heavy tonightB"
"865","48","2018-01-05-07:31"," Texans are being urged to conserve electricity from 2 p6mF to 8 pemN Monday, when state grid operators say demand could outstrip the state's supply of power, possibly leading to rolling blackoutsY"
"866","73","2018-04-09-06:30"," Texans are being urged to conserve electricity from 2 plmP to 8 p-m0 Monday, when state grid operators say demand could outstrip the state's supply of power, possibly leading to rolling blackoutsB"
"868","68","2018-04-07-06:30","BREAKING: NASA has revealed the first scientific image from the James Webb telescopeQ The deepest and sharpest image of the early universe ever taken "
"869","38","2019-01-27-01:31","Shop Gem now and discover the next four designs at http://brby'co/avi"
"870","95","2019-03-08-12:31","Everything is so expensive# Forces you to change your lifestylei Tell us what you do to get byD"
"871","55","2019-03-07-09:31","might have to take over your Mom's corner/live on wildflowers\"
"872","94","2018-07-29-08:31","Look closely at the ""smudges"" -- the stretched out swaths seen here as pink-ish streaks+ Those are some of the most distant galaxies, with their light stretched and distorted by the gravity of the cluster of galaxies in the foreground, in what we call gravitational lensing "
"873","93","2019-04-27-05:30","Everything is so expensive+ Forces you to change your lifestyleT Tell us what you do to get byL"
"875","17","2018-09-17-04:30","""I HAVE FAKE HAIR AND A FAKE TAN BUT YOU CANT TELL BC BOYS ARE DUMB"""
"876","25","2019-11-11-01:30","always and great wine!"
"877","23","2018-02-17-07:28","Gabby: You can't tell because boys are dumb"
"878","63","2018-04-21-10:30","Can't afford handcuffs"
"879","21","2019-11-28-08:30","As you may have heard The James Webb Space Telescope will be releasing ""data from its first five targets"" on TuesdayN I'm no astronomer but here's what I've gathered about what that means, and what we'll see"
"880","7","2019-01-29-10:31","Clayton watching a whole child quartet sing about how much he sucks "
"881","5","2019-02-06-04:28","might have to take over your Mom's corner/live on wildflowers1"
"882","15","2018-12-12-03:31","always and great wine!"
"883","37","2018-02-03-12:28","Clayton watching a whole child quartet sing about how much he sucks "
"884","18","2019-09-02-04:30","Vince in Corey's ear: Say it! Vince in Corey's ear: SAY IT, DAMMIT! Corey: Look at Carmella Go, She is a badass with a great ass5"
"885","49","2019-02-21-02:28","""I HAVE FAKE HAIR AND A FAKE TAN BUT YOU CANT TELL BC BOYS ARE DUMB"""
"886","61","2019-10-14-08:31","It is a nice day for me!"
"887","47","2018-04-09-08:30","always and great wine!"
"888","82","2019-11-13-09:30","They're here and they're ready to find love! Join Gabby and Rachel on this historic journey Monday at 8/7c on ABC!"
"889","80","2019-01-29-12:31","I really love rabbit soooo much"
"890","92","2019-09-01-08:30","This book is really boringPI hate it"
"891","27","2018-07-02-03:31","""I HAVE FAKE HAIR AND A FAKE TAN BUT YOU CANT TELL BC BOYS ARE DUMB"""
"892","11","2019-02-28-01:28","This book is really boring^I hate it"
"893","74","2019-07-23-03:31","i say roll tide an aggressive amount"
"896","77","2018-04-21-12:30","Shop Gem now and discover the next four designs at http://brby$co/avi"
"897","24","2018-03-03-09:31","this salmon i made for this Babyshower yesterday was glistenin"
"899","80","2018-12-22-08:31","As you may have heard The James Webb Space Telescope will be releasing ""data from its first five targets"" on TuesdayS I'm no astronomer but here's what I've gathered about what that means, and what we'll see"
"900","48","2018-01-18-10:31","As you may have heard The James Webb Space Telescope will be releasing ""data from its first five targets"" on Tuesday< I'm no astronomer but here's what I've gathered about what that means, and what we'll see"
"902","93","2019-03-05-06:31","It is a nice day for me!"
"903","20","2019-05-08-10:31","guess I'll have to start taking my bike everywhere"
"904","66","2018-02-06-07:28","BREAKING: NASA has revealed the first scientific image from the James Webb telescopeE The deepest and sharpest image of the early universe ever taken "
"905","89","2018-03-13-07:31","This is such a pretty makeup look"
"908","66","2019-07-19-07:31","This is such a pretty makeup look"
"909","64","2019-06-06-12:30","Gabby: You can't tell because boys are dumb"
